Level code,University,City,Courses,Faculty,Int fees,Local fees,Currency,Currency Time,Duration,Duration Time,Prerequiste_1,Prerequiste_2,Prerequiste_3,Prerequiste_1_grade,Prerequiste_2_grade,Prerequiste_3_grade,Website,course_lang,Availability,Description,Career outcomes,Country,Online,Offline,Distance,Face to face,Blended,Remarks,Course delivery mode,Free TAFE,Subject or unit name 1,Subject or unit name 2,Subject or unit name 3,Subject or unit name 4,Subject or unit name 5,Subject or unit name 6,Subject or unit name 7,Subject or unit name 8,Subject or unit name 9,Subject or unit name 10,subject or unit description 1,subject or unit description 2,subject or unit description 3,subject or unit description 4,subject or unit description 5,subject or unit description 6,subject or unit description 7,subject or unit description 8,subject or unit description 9,subject or unit description 10,Subect or unit objective 1,Subect or unit objective 2,Subect or unit objective 3,Subect or unit objective 4,Subect or unit objective 5,Subect or unit objective 6,Subect or unit objective 7,Subect or unit objective 8,Subect or unit objective 9,Subect or unit objective 10
CERTIII,TAFE SA,,Certificate III in Hairdressing,Hair and Beauty,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00949.aspx?S=INT&Y=2021,English,A,"Discover a dynamic career in hairdressing with this course, which is the essential qualification to work as a hairdresser in Australia. You will learn skills in designing and applying a broad range of technical hairdressing services including cutting, styling, colouring, perming and straightening. On completion you will have the knowledge to treat hair, build confidence and indulge your client and create looks that will turn heads.","This qualification can lead you to other career opportunities such as  •Session stylist, •Salon Manager •Salon Owner •the Film and Media Industry • A product Technician or Representative for a product company.",Australia,Yes,Yes,,Yes,Yes,,Apprenticeships & Traineeships,No,"Apply safe hygiene, health and work practices",Colour and lighten hair,Communicate as part of a salon team,Comply with organisational requirements within a personal services environment,Conduct salon financial transactions,Create finished hair designs,Create graduated haircut structures,Create layered haircut structures,Create one length or solid haircut structures,Cut hair using over-comb techniques,,,,,,,,,,,,,,,,,,,,
,TAFE SA,,Barber Shorts,,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/vet/vet_T105100381.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERTII,TAFE SA,,Certificate II in Salon Assistant (SHB20216),,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/vet/vet_T721387414.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TAFE SA,,Introduction to Hair & Beauty,,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/vet/vet_T105100378.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERTIII,TAFE SA,Adelaide City,Certificate III in Allied Health Assistance,Health and Lifestyle,"$2,529",,AUD,Year,6,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00870.aspx?S=AWD&Y=2021,English,A,This course trains workers who provide assistance to allied health professionals. Workers at this level operate under direct supervision and do not conduct programs or therapeutic interventions.,"This qualification reflects the role of allied health assistants who provide assistance to allied health professionals under predetermined guidelines. Depending on the setting, work may include following treatment plans for therapeutic interventions and/or conducting programs under the regular direct, indirect or remote supervision of an allied health professional.",Australia,Yes,Yes,,Yes,Yes,"No course admission requirements, however, students wishing to access subsidised training will be required to demonstrate satisfactory reading, writing and numeracy skills",Apprenticeships & Traineeships,No,Assist with an allied health program,Communicate and work in health or community services,Comply with infection prevention and control policies and procedures,Interpret and apply medical terminology appropriately,Maintain a high standard of service,Participate in workplace health and safety,Recognise healthy body systems,Work with diverse people,,,,,,,,,,,,,,,,,,,,,,
CERTI,TAFE SA,Adelaide City,Certificate IV in Allied Health Assistance,Health and Lifestyle,"$3,276",,AUD,Year,18,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00871.aspx?S=AWD&Y=2021,English,A,"This course is suitable for workers who provide therapeutic and program-related support to allied health professionals. The allied health assistant conducts therapeutic and program related activities under the guidance of an allied health professional. Supervision may be direct, indirect or remote and must occur within organisation requirements.","Therapy Assistant, Physiotherapy Assistant, Speech Pathology Assistant, Occupational Therapy Assistant, Allied Health Assistant.",Australia,Yes,Yes,,Yes,Yes,"No course admission requirements, however, students wishing to access subsidised training will be required to demonstrate satisfactory reading, writing and numeracy skills",Normal,No,Communicate and work in health or community services,Confirm physical health status,Follow safe work practices for direct client care,Interpret and apply medical terminology appropriately,Manage legal and ethical compliance,Recognise healthy body systems,Work with diverse people,,,,,,,,,,,,,,,,,,,,,,,
CERTIII,TAFE SA,,Certificate III in Allied Health Assistance,Health and Lifestyle,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00870.aspx?S=APP&Y=2021,English,A,This course trains workers who provide assistance to allied health professionals. Workers at this level operate under direct supervision and do not conduct programs or therapeutic interventions.,"This qualification reflects the role of allied health assistants who provide assistance to allied health professionals under predetermined guidelines. Depending on the setting, work may include following treatment plans for therapeutic interventions and/or conducting programs under the regular direct, indirect or remote supervision of an allied health professional.",Australia,Yes,Yes,,Yes,Yes,"

Important Information



Applications are processed through Mount Barker Campus, however, study is a blend of online learning and attendance at workshop delivery for some units.  Workshops are held at various campus locations in both metropolitan and regional areas. To complete this course you must have access to an internet enabled computer (e.g. at home or local library). You'll be supported & guided in your learning through interaction with skilled lecturers who will be in regular contact.
Students will be responsible for costs associated with obtaining appropriate criminal history / employment screening.
Reading, writing and numeracy skills are assessed using the Core Skills Profile for Adults (CSPA). This assessment is used to determine whether you will be required to undertake additional support units alongside your qualification or undertake a pathway course before commencing your chosen qualification. If you receive an offer, more information will be provided at your enrolment session.


",Apprenticeships & Traineeships,No,Assist with an allied health program,Communicate and work in health or community services,Comply with infection prevention and control policies and procedures,Interpret and apply medical terminology appropriately,Maintain a high standard of service,Participate in workplace health and safety,Recognise healthy body systems,Work with diverse people,,,,,,,,,,,,,,,,,,,,,,
CERTI,TAFE SA,Adelaide City,Certificate IV in Allied Health Assistance,Health and Lifestyle,"$3,276",,AUD,Year,18,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00871.aspx?S=APP&Y=2021,English,A,"This course is suitable for workers who provide therapeutic and program-related support to allied health professionals. The allied health assistant conducts therapeutic and program related activities under the guidance of an allied health professional. Supervision may be direct, indirect or remote and must occur within organisation requirements.","Therapy Assistant, Physiotherapy Assistant, Speech Pathology Assistant, Occupational Therapy Assistant, Allied Health Assistant.",Australia,Yes,Yes,,Yes,Yes,"No course admission requirements, however, students wishing to access subsidised training will be required to demonstrate satisfactory reading, writing and numeracy skills",Normal,No,Communicate and work in health or community services,Confirm physical health status,Follow safe work practices for direct client care,Interpret and apply medical terminology appropriately,Manage legal and ethical compliance,Recognise healthy body systems,Work with diverse people,,,,,,,,,,,,,,,,,,,,,,,
CERTI,TAFE SA,Adelaide City,Certificate IV in Massage Therapy,Health and Lifestyle,"$5,317 -
                          $5,380",,AUD,Year,9,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00844.aspx?S=AWD&Y=2021,English,A,"Start your career in massage therapy with this entry level course. Learn a range of skills and knowledge to provide your client’s with therapeutic massage or relaxation massage to alleviate muscular tension, assist with common musculoskeletal disorders, increase joint movement and for relaxation purposes to manage stress and improve sleep, health and wellbeing.","This qualification covers work as basic level massage therapists. It provides skills in therapeutic relaxation massage including basic health assessment and treatment and may be used by people working:
- within a clinic or in their own clinic
- in an aged care facility
- in a health service
- in a spa facility or
- in a palliative care facility or hospital",Australia,Yes,Yes,,Yes,Yes,No course admission requirements,Normal,No,Assess client massage needs,Confirm physical health status,Develop massage practice,Establish and manage client relationships,Manage legal and ethical compliance,Manage the prevention and control of infection,Manage work health and safety,Provide first aid,Provide massage treatments,Work with diverse people,,,,,,,,,,,,,,,,,,,,
DIP,TAFE SA,Adelaide City,Diploma of Remedial Massage,Health and Lifestyle,"$13,462 -
                          $13,952",,AUD,Year,18,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00845.aspx?S=AWD&Y=2021,English,A,"Take the next step in your career as a massage therapist by completing the Diploma of Remedial Massage. In this course you will learn the skills and knowledge to provide safe and appropriate recommendations and treatments to improve function of body systems and to modify treatments accordingly to work with specific populations across the life span. 
You will learn to conduct a thorough client consultation, work with and refer to other professionals in allied health and medical environments and demonstrate professional practice within the scope of practice and the parameters of legal and ethical requirements.
To obtain a private fund provider number (through an association) you must complete the Diploma of Remedial Massage Therapy.","Remedial massage therapists at this level are equipped to provide specialised treatments for more complex conditions that affect the function of body systems, most particularly the musculoskeletal system, such as impacts of sports injuries and repetitive strain from poor posture and occupational habits. A therapist holding a Diploma of Remedial Massage may freelance or be employed by a sports and health care environment working with other health professionals in an integrated approach to improving health.",Australia,Yes,Yes,,Yes,Yes,"No course admission requirements, however, students wishing to access VET Student Loans are required to demonstrate satisfactory reading, writing and numeracy skills, or provide evidence of successful completion of SACE Stage 2 or equivalent Australian Year 12 certificate, or completion of Certificate IV or above",Normal,No,Adapt remedial massage practice to meet specific needs,Analyse and respond to client health information,Assess client massage needs,Develop massage practice,Engage with health professionals and the health system,Establish and manage client relationships,Manage legal and ethical compliance,Manage the prevention and control of infection,Manage work health and safety,Monitor and evaluate remedial massage treatments,,,,,,,,,,,,,,,,,,,,
